,SMILES,SMILES_opp,TR/TE,F/L_class,@/@@_class,R/S_class
2242,CCOC(=O)/C=C/C[C@@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c2ccccc21,CCOC(=O)/C=C/C[C@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c2ccccc21,TR,F,@@,R
2243,CCOC(=O)/C=C/C[C@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c2ccccc21,CCOC(=O)/C=C/C[C@@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c2ccccc21,TR,L,@,S
2244,CCOC(=O)[C@@]1(/C=C/c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(/C=C/c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@@,S
2245,CCOC(=O)[C@]1(/C=C/c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(/C=C/c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@,R
2246,CCOC(=O)[C@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2ccccc21,TR,F,@,R
2247,CCOC(=O)[C@@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@]1(/C=C/c2ccccc2)NS(=O)(=O)Oc2ccccc21,TR,L,@@,S
2248,CCOC(=O)[C@@]1(c2ccc(Br)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccc(Br)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2249,CCOC(=O)[C@]1(c2ccc(Br)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccc(Br)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2250,CCOC(=O)[C@@]1(c2ccc(C(F)(F)F)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccc(C(F)(F)F)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2251,CCOC(=O)[C@]1(c2ccc(C(F)(F)F)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccc(C(F)(F)F)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2252,CCOC(=O)[C@@]1(c2ccc(C)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccc(C)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2253,CCOC(=O)[C@]1(c2ccc(C)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccc(C)cc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2254,CCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TR,F,@,R
2255,CCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TR,L,@@,S
2256,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(C(F)(F)F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(C(F)(F)F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2257,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(C(F)(F)F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(C(F)(F)F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2258,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(C)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(C)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2259,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(C)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(C)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2260,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(Cl)cc2Cl)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(Cl)cc2Cl)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2261,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(Cl)cc2Cl)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(Cl)cc2Cl)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2262,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2263,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(F)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2264,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(OC)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(OC)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2265,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc(OC)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc(OC)cc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2266,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc3ccccc3c2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc3ccccc3c2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2267,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccc3ccccc3c2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccc3ccccc3c2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2268,CCOC(=O)[C@@]1(c2ccccc2)CC(c2cccc(C)c2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2cccc(C)c2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@@,S
2269,CCOC(=O)[C@]1(c2ccccc2)CC(c2cccc(C)c2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2cccc(C)c2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@,R
2270,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2271,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2272,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccco2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccco2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2273,CCOC(=O)[C@]1(c2ccccc2)CC(c2ccco2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2)CC(c2ccco2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2274,CCOC(=O)[C@@]1(c2ccccc2Br)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@]1(c2ccccc2Br)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,F,@@,S
2275,CCOC(=O)[C@]1(c2ccccc2Br)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,CCOC(=O)[C@@]1(c2ccccc2Br)CC(c2ccccc2)=C(NC(=O)c2ccccc2)C(=O)O1,TR,L,@,R
2276,CCOC(=O)[C@]1(CCc2ccccc2)NS(=O)(=O)c2ccccc21,CCOC(=O)[C@@]1(CCc2ccccc2)NS(=O)(=O)c2ccccc21,TR,L,@,R
2277,CCOC(=O)[C@@]1(CCc2ccccc2)NS(=O)(=O)c2ccccc21,CCOC(=O)[C@]1(CCc2ccccc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S
2278,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1C,CCOC(=O)C1=C(C)NC(=O)N[C@H]1C,TR,L,@@,R
2279,CCOC(=O)C1=C(C)NC(=O)N[C@H]1C,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1C,TR,F,@,S
2280,CCOC(=O)C1=C(c2ccc(Cl)cc2)NC(=O)N[C@@H]1c1ccc(Cl)cc1,CCOC(=O)C1=C(c2ccc(Cl)cc2)NC(=O)N[C@H]1c1ccc(Cl)cc1,TR,L,@@,R
2281,CCOC(=O)C1=C(c2ccc(Cl)cc2)NC(=O)N[C@H]1c1ccc(Cl)cc1,CCOC(=O)C1=C(c2ccc(Cl)cc2)NC(=O)N[C@@H]1c1ccc(Cl)cc1,TR,F,@,S
2282,CCOC(=O)C1=C(c2cccc(C)c2)NC(=O)N[C@@H]1c1cccc(C)c1,CCOC(=O)C1=C(c2cccc(C)c2)NC(=O)N[C@H]1c1cccc(C)c1,TR,L,@@,R
2283,CCOC(=O)C1=C(c2cccc(C)c2)NC(=O)N[C@H]1c1cccc(C)c1,CCOC(=O)C1=C(c2cccc(C)c2)NC(=O)N[C@@H]1c1cccc(C)c1,TR,F,@,S
2284,CCOC(=O)C1=C(c2cccc(Cl)c2)NC(=O)N[C@@H]1c1cccc(Cl)c1,CCOC(=O)C1=C(c2cccc(Cl)c2)NC(=O)N[C@H]1c1cccc(Cl)c1,TR,L,@@,R
2285,CCOC(=O)C1=C(c2cccc(Cl)c2)NC(=O)N[C@H]1c1cccc(Cl)c1,CCOC(=O)C1=C(c2cccc(Cl)c2)NC(=O)N[C@@H]1c1cccc(Cl)c1,TR,F,@,S
2286,CCOC(=O)C1=C(c2cccc(OC)c2)NC(=O)N[C@@H]1c1cccc(OC)c1,CCOC(=O)C1=C(c2cccc(OC)c2)NC(=O)N[C@H]1c1cccc(OC)c1,TR,L,@@,R
2287,CCOC(=O)C1=C(c2cccc(OC)c2)NC(=O)N[C@H]1c1cccc(OC)c1,CCOC(=O)C1=C(c2cccc(OC)c2)NC(=O)N[C@@H]1c1cccc(OC)c1,TR,F,@,S
2288,CCOC(=O)C1=C(c2ccccc2)NC(=O)N[C@@H]1c1ccccc1,CCOC(=O)C1=C(c2ccccc2)NC(=O)N[C@H]1c1ccccc1,TR,L,@@,R
2289,CCOC(=O)C1=C(c2ccccc2)NC(=O)N[C@H]1c1ccccc1,CCOC(=O)C1=C(c2ccccc2)NC(=O)N[C@@H]1c1ccccc1,TR,F,@,S
2290,CCOC(=O)c1ccc(C2=C(c3ccc(C(=O)OCC)cc3)[C@]3(C=Nc4ccccc43)c3ccccc32)cc1,CCOC(=O)c1ccc(C2=C(c3ccc(C(=O)OCC)cc3)[C@@]3(C=Nc4ccccc43)c3ccccc32)cc1,TR,L,@,R
2291,CCOC(=O)c1ccc(C2=C(c3ccc(C(=O)OCC)cc3)[C@@]3(C=Nc4ccccc43)c3ccccc32)cc1,CCOC(=O)c1ccc(C2=C(c3ccc(C(=O)OCC)cc3)[C@]3(C=Nc4ccccc43)c3ccccc32)cc1,TR,F,@@,S
2292,CCOC(=O)c1ccc([C@H]2COC(=O)C2)cc1,CCOC(=O)c1ccc([C@@H]2COC(=O)C2)cc1,TR,F,@,S
2293,CCOC(=O)c1ccc([C@@H]2COC(=O)C2)cc1,CCOC(=O)c1ccc([C@H]2COC(=O)C2)cc1,TR,L,@@,R
2294,CCOC(=O)c1ccc([S@](=O)c2ccccc2)cc1,CCOC(=O)c1ccc([S@@](=O)c2ccccc2)cc1,TR,F,@,R
2295,CCOC(=O)c1ccc([S@@](=O)c2ccccc2)cc1,CCOC(=O)c1ccc([S@](=O)c2ccccc2)cc1,TR,L,@@,S
2296,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2c(C)cccc21,CCOC(=O)[C@H]1NS(=O)(=O)Oc2c(C)cccc21,TR,L,@@,R
2297,CCOC(=O)[C@H]1NS(=O)(=O)Oc2c(C)cccc21,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2c(C)cccc21,TR,F,@,S
2298,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2cc(C)ccc21,CCOC(=O)[C@H]1NS(=O)(=O)Oc2cc(C)ccc21,TR,L,@@,R
2299,CCOC(=O)[C@H]1NS(=O)(=O)Oc2cc(C)ccc21,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2cc(C)ccc21,TR,F,@,S
2300,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2cc(Cl)ccc21,CCOC(=O)[C@H]1NS(=O)(=O)Oc2cc(Cl)ccc21,TR,L,@@,R
2301,CCOC(=O)[C@H]1NS(=O)(=O)Oc2cc(Cl)ccc21,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2cc(Cl)ccc21,TR,F,@,S
2302,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@H]1NS(=O)(=O)Oc2ccccc21,TR,L,@@,R
2303,CCOC(=O)[C@H]1NS(=O)(=O)Oc2ccccc21,CCOC(=O)[C@@H]1NS(=O)(=O)Oc2ccccc21,TR,F,@,S
2304,CCOC(=O)C[C@@H](c1ccc(-c2ccccc2)cc1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@H](c1ccc(-c2ccccc2)cc1)C(C(=O)OCC)C(=O)OCC,TR,F,@@,R
2305,CCOC(=O)C[C@H](c1ccc(-c2ccccc2)cc1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@@H](c1ccc(-c2ccccc2)cc1)C(C(=O)OCC)C(=O)OCC,TR,L,@,S
2306,CCOC(=O)C[C@@H](c1ccc(C(=O)OCC)cc1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@H](c1ccc(C(=O)OCC)cc1)C(C(=O)OCC)C(=O)OCC,TR,F,@@,R
2307,CCOC(=O)C[C@H](c1ccc(C(=O)OCC)cc1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@@H](c1ccc(C(=O)OCC)cc1)C(C(=O)OCC)C(=O)OCC,TR,L,@,S
2308,CCOC(=O)C[C@@H](c1ccc2ccccc2c1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@H](c1ccc2ccccc2c1)C(C(=O)OCC)C(=O)OCC,TR,F,@@,R
2309,CCOC(=O)C[C@H](c1ccc2ccccc2c1)C(C(=O)OCC)C(=O)OCC,CCOC(=O)C[C@@H](c1ccc2ccccc2c1)C(C(=O)OCC)C(=O)OCC,TR,L,@,S
2310,CCOC(=O)C[C@H](O)C(C)C,CCOC(=O)C[C@@H](O)C(C)C,TR,F,@,S
2311,CCOC(=O)C[C@@H](O)C(C)C,CCOC(=O)C[C@H](O)C(C)C,TR,L,@@,R
2312,CCOC(=O)C[C@H](O)c1ccc(Br)cc1,CCOC(=O)C[C@@H](O)c1ccc(Br)cc1,TR,F,@,S
2313,CCOC(=O)C[C@@H](O)c1ccc(Br)cc1,CCOC(=O)C[C@H](O)c1ccc(Br)cc1,TR,L,@@,R
2314,CCOC(=O)C[C@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,CCOC(=O)C[C@@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,TR,L,@,S
2315,CCOC(=O)C[C@@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,CCOC(=O)C[C@H]1c2ccccc2C=C(c2ccccc2)N1c1ccccc1,TR,F,@@,R
2316,CCOC(=O)C[C@H]1Nc2cc(C)ccc2OC1=O,CCOC(=O)C[C@@H]1Nc2cc(C)ccc2OC1=O,TR,F,@,R
2317,CCOC(=O)C[C@@H]1Nc2cc(C)ccc2OC1=O,CCOC(=O)C[C@H]1Nc2cc(C)ccc2OC1=O,TR,L,@@,S
2318,CCOC(=O)C[C@H]1Nc2cc(Cl)ccc2OC1=O,CCOC(=O)C[C@@H]1Nc2cc(Cl)ccc2OC1=O,TR,L,@,R
2319,CCOC(=O)C[C@@H]1Nc2cc(Cl)ccc2OC1=O,CCOC(=O)C[C@H]1Nc2cc(Cl)ccc2OC1=O,TR,F,@@,S
2320,CCOC(=O)CCC[C@@H](O)C1CCCCC1,CCOC(=O)CCC[C@H](O)C1CCCCC1,TR,F,@@,R
2321,CCOC(=O)CCC[C@H](O)C1CCCCC1,CCOC(=O)CCC[C@@H](O)C1CCCCC1,TR,L,@,S
2322,CCOC(=O)CCC[C@@H](O)CC(C)C,CCOC(=O)CCC[C@H](O)CC(C)C,TR,F,@@,R
2323,CCOC(=O)CCC[C@H](O)CC(C)C,CCOC(=O)CCC[C@@H](O)CC(C)C,TR,L,@,S
2324,CCOC(=O)CCC[C@@H](O)CCCOC,CCOC(=O)CCC[C@H](O)CCCOC,TR,F,@@,R
2325,CCOC(=O)CCC[C@H](O)CCCOC,CCOC(=O)CCC[C@@H](O)CCCOC,TR,L,@,S
2326,CCOC(=O)n1c2c(c3ccccc31)C[C@H](c1ccccc1)/C(=C\N(c1ccccc1)S(=O)(=O)c1ccc(C)cc1)C2,CCOC(=O)n1c2c(c3ccccc31)C[C@@H](c1ccccc1)/C(=C\N(c1ccccc1)S(=O)(=O)c1ccc(C)cc1)C2,TR,L,@,R
2327,CCOC(=O)n1c2c(c3ccccc31)C[C@@H](c1ccccc1)/C(=C\N(c1ccccc1)S(=O)(=O)c1ccc(C)cc1)C2,CCOC(=O)n1c2c(c3ccccc31)C[C@H](c1ccccc1)/C(=C\N(c1ccccc1)S(=O)(=O)c1ccc(C)cc1)C2,TR,F,@@,S
2328,CCOC(C#C[C@H](CC(C)(C)C(=O)OC(C)(C)C)c1ccccc1)OCC,CCOC(C#C[C@@H](CC(C)(C)C(=O)OC(C)(C)C)c1ccccc1)OCC,TR,F,@,R
2329,CCOC(C#C[C@@H](CC(C)(C)C(=O)OC(C)(C)C)c1ccccc1)OCC,CCOC(C#C[C@H](CC(C)(C)C(=O)OC(C)(C)C)c1ccccc1)OCC,TR,L,@@,S
2330,CCO[C@H](NC(=O)c1ccccc1)c1ccccc1CCCC(F)(F)F,CCO[C@@H](NC(=O)c1ccccc1)c1ccccc1CCCC(F)(F)F,TR,L,@,S
2331,CCO[C@@H](NC(=O)c1ccccc1)c1ccccc1CCCC(F)(F)F,CCO[C@H](NC(=O)c1ccccc1)c1ccccc1CCCC(F)(F)F,TR,F,@@,R
2332,CCOc1cc2c(cc1[C@H](c1ccc(OC)cc1)C(F)(F)F)OCO2,CCOc1cc2c(cc1[C@@H](c1ccc(OC)cc1)C(F)(F)F)OCO2,TR,L,@,S
2333,CCOc1cc2c(cc1[C@@H](c1ccc(OC)cc1)C(F)(F)F)OCO2,CCOc1cc2c(cc1[C@H](c1ccc(OC)cc1)C(F)(F)F)OCO2,TR,F,@@,R
2334,CCOc1ccc2nc(SC[C@@H](C#N)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@H](C#N)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,TR,L,@@,R
2335,CCOc1ccc2nc(SC[C@H](C#N)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@H](C#N)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,TR,F,@,S
2336,CCOc1ccc2nc(SC[C@@H](Cc3ccccc3)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@H](Cc3ccccc3)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,TR,F,@@,S
2337,CCOc1ccc2nc(SC[C@H](Cc3ccccc3)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@H](Cc3ccccc3)CN(C)C(c3ccccc3)c3ccccc3)sc2c1,TR,L,@,R
2338,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)C(=O)OC)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)C(=O)OC)sc2c1,TR,L,@,R
2339,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)C(=O)OC)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)C(=O)OC)sc2c1,TR,F,@@,S
2340,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(F)cc3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(F)cc3)sc2c1,TR,L,@,S
2341,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(F)cc3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(F)cc3)sc2c1,TR,F,@@,R
2342,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(OC(F)(F)F)cc3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(OC(F)(F)F)cc3)sc2c1,TR,F,@,S
2343,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(OC(F)(F)F)cc3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc(OC(F)(F)F)cc3)sc2c1,TR,L,@@,R
2344,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4c(c3)OCO4)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4c(c3)OCO4)sc2c1,TR,L,@,S
2345,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4c(c3)OCO4)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4c(c3)OCO4)sc2c1,TR,F,@@,R
2346,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4ccccc4c3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4ccccc4c3)sc2c1,TR,L,@,S
2347,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4ccccc4c3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3ccc4ccccc4c3)sc2c1,TR,F,@@,R
2348,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3cccc(C(F)(F)F)c3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3cccc(C(F)(F)F)c3)sc2c1,TR,L,@,S
2349,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)c3cccc(C(F)(F)F)c3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)c3cccc(C(F)(F)F)c3)sc2c1,TR,F,@@,R
2350,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4ccc(Br)cc43)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4ccc(Br)cc43)sc2c1,TR,L,@,S
2351,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4ccc(Br)cc43)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3ccc4ccc(Br)cc43)sc2c1,TR,F,@@,R
2352,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3nc4ccccc4n3)sc2c1,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3nc4ccccc4n3)sc2c1,TR,L,@,S
2353,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c3ccccc3)n3nc4ccccc4n3)sc2c1,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c3ccccc3)n3nc4ccccc4n3)sc2c1,TR,F,@@,R
2354,CCOc1ccc2nc(SC[C@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)CC(C)C)sc2c1,CCOc1ccc2nc(SC[C@@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)CC(C)C)sc2c1,TR,F,@,S
2355,CCOc1ccc2nc(SC[C@@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)CC(C)C)sc2c1,CCOc1ccc2nc(SC[C@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)CC(C)C)sc2c1,TR,L,@@,R
2356,CCOc1ccc2nc(SC[C@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)Cc3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)Cc3ccccc3)sc2c1,TR,F,@,S
2357,CCOc1ccc2nc(SC[C@@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)Cc3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)Cc3ccccc3)sc2c1,TR,L,@@,R
2358,CCOc1ccc2nc(SC[C@@](O)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@](O)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)c3ccccc3)sc2c1,TR,L,@@,S
2359,CCOc1ccc2nc(SC[C@](O)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@](O)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)c3ccccc3)sc2c1,TR,F,@,R
2360,CCOc1ccc2nc(SC[C@](O)(CO)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@@](O)(CO)c3ccccc3)sc2c1,TR,L,@,R
2361,CCOc1ccc2nc(SC[C@@](O)(CO)c3ccccc3)sc2c1,CCOc1ccc2nc(SC[C@](O)(CO)c3ccccc3)sc2c1,TR,F,@@,S
